name,reagent_1_name,reagent_1_amount,reagent_2_name,reagent_2_amount,reagent_3_name,reagent_3_amount,reagent_4_name,reagent_4_
Last Word,Gin,0.75,Green Chartreuse,0.75,Maraschino Liquour,0.75,Lime Juice,0.75
